,date,value,name_B07XTFFB9Z
142,2020-03-11,7940.0,Panels
143,2020-03-12,9390.0,Panels
144,2020-03-13,7799.0,Panels
145,2020-03-14,8588.0,Panels
146,2020-03-15,8588.0,Panels
147,2020-03-16,8588.0,Panels
148,2020-03-17,10876.0,Panels
149,2020-03-18,10876.0,Panels
150,2020-03-19,11835.0,Panels
151,2020-03-20,11835.0,Panels
152,2020-03-21,10083.0,Panels
153,2020-03-22,10652.0,Panels
154,2020-03-23,8720.0,Panels
155,2020-03-24,9518.0,Panels
156,2020-03-25,9518.0,Panels
157,2020-03-26,9518.0,Panels
158,2020-03-27,9518.0,Panels
159,2020-03-28,9518.0,Panels
160,2020-03-29,9518.0,Panels
161,2020-03-30,-1.0,Panels
162,2020-03-31,-1.0,Panels
163,2020-04-01,-1.0,Panels
164,2020-04-02,-1.0,Panels
165,2020-04-03,-1.0,Panels
166,2020-04-04,-1.0,Panels
167,2020-04-05,-1.0,Panels
168,2020-04-06,-1.0,Panels
169,2020-04-07,-1.0,Panels
170,2020-04-08,-1.0,Panels
171,2020-04-09,-1.0,Panels
172,2020-04-10,-1.0,Panels
173,2020-04-11,-1.0,Panels
174,2020-04-12,-1.0,Panels
175,2020-04-13,-1.0,Panels
176,2020-04-14,-1.0,Panels
177,2020-04-15,-1.0,Panels
178,2020-04-16,-1.0,Panels
179,2020-04-17,-1.0,Panels
180,2020-04-18,-1.0,Panels
181,2020-04-19,-1.0,Panels
182,2020-04-20,-1.0,Panels
183,2020-04-21,-1.0,Panels
184,2020-04-22,-1.0,Panels
185,2020-04-23,-1.0,Panels
186,2020-04-24,-1.0,Panels
187,2020-04-25,-1.0,Panels
188,2020-04-26,-1.0,Panels
189,2020-04-27,-1.0,Panels
190,2020-04-28,-1.0,Panels
191,2020-04-29,-1.0,Panels
192,2020-04-30,-1.0,Panels
193,2020-05-01,-1.0,Panels
194,2020-05-02,-1.0,Panels
195,2020-05-03,-1.0,Panels
196,2020-05-04,-1.0,Panels
197,2020-05-05,-1.0,Panels
198,2020-05-06,-1.0,Panels
199,2020-05-07,-1.0,Panels
200,2020-05-08,-1.0,Panels
201,2020-05-09,-1.0,Panels
202,2020-05-10,-1.0,Panels
203,2020-05-11,-1.0,Panels
204,2020-05-12,-1.0,Panels
205,2020-05-13,-1.0,Panels
206,2020-05-14,-1.0,Panels
207,2020-05-15,-1.0,Panels
208,2020-05-16,-1.0,Panels
209,2020-05-17,-1.0,Panels
210,2020-05-18,-1.0,Panels
211,2020-05-19,-1.0,Panels
212,2020-05-20,-1.0,Panels
213,2020-05-21,-1.0,Panels
214,2020-05-22,-1.0,Panels
215,2020-05-23,-1.0,Panels
216,2020-05-24,-1.0,Panels
217,2020-05-25,-1.0,Panels
218,2020-05-26,-1.0,Panels
219,2020-05-27,-1.0,Panels
220,2020-05-28,-1.0,Panels
221,2020-05-29,-1.0,Panels
222,2020-05-30,-1.0,Panels
223,2020-05-31,-1.0,Panels
224,2020-06-01,-1.0,Panels
225,2020-06-02,-1.0,Panels
226,2020-06-03,-1.0,Panels
227,2020-06-04,-1.0,Panels
228,2020-06-05,-1.0,Panels
229,2020-06-06,-1.0,Panels
230,2020-06-07,-1.0,Panels
231,2020-06-08,-1.0,Panels
232,2020-06-09,-1.0,Panels
233,2020-06-10,-1.0,Panels
234,2020-06-11,-1.0,Panels
235,2020-06-12,-1.0,Panels
236,2020-06-13,-1.0,Panels
237,2020-06-14,-1.0,Panels
238,2020-06-15,-1.0,Panels
239,2020-06-16,-1.0,Panels
240,2020-06-17,-1.0,Panels
241,2020-06-18,-1.0,Panels
242,2020-06-19,-1.0,Panels
243,2020-06-20,-1.0,Panels
244,2020-06-21,-1.0,Panels
245,2020-06-22,-1.0,Panels
246,2020-06-23,-1.0,Panels
247,2020-06-24,-1.0,Panels
248,2020-06-25,-1.0,Panels
249,2020-06-26,-1.0,Panels
250,2020-06-27,-1.0,Panels
251,2020-06-28,-1.0,Panels
252,2020-06-29,-1.0,Panels
253,2020-06-30,-1.0,Panels
254,2020-07-01,-1.0,Panels
255,2020-07-02,-1.0,Panels
256,2020-07-03,-1.0,Panels
257,2020-07-04,-1.0,Panels
258,2020-07-05,-1.0,Panels
259,2020-07-06,-1.0,Panels
260,2020-07-07,-1.0,Panels
261,2020-07-08,-1.0,Panels
262,2020-07-09,-1.0,Panels
263,2020-07-10,-1.0,Panels
264,2020-07-11,-1.0,Panels
265,2020-07-12,-1.0,Panels
266,2020-07-13,-1.0,Panels
267,2020-07-14,-1.0,Panels
268,2020-07-15,-1.0,Panels
269,2020-07-16,-1.0,Panels
270,2020-07-17,-1.0,Panels
271,2020-07-18,-1.0,Panels
272,2020-07-19,-1.0,Panels
273,2020-07-20,-1.0,Panels
274,2020-07-21,-1.0,Panels
275,2020-07-22,-1.0,Panels
276,2020-07-23,-1.0,Panels
277,2020-07-24,-1.0,Panels
278,2020-07-25,-1.0,Panels
279,2020-07-26,-1.0,Panels
280,2020-07-27,-1.0,Panels
281,2020-07-28,-1.0,Panels
282,2020-07-29,-1.0,Panels
283,2020-07-30,-1.0,Panels
284,2020-07-31,-1.0,Panels
285,2020-08-01,-1.0,Panels
286,2020-08-02,-1.0,Panels
287,2020-08-03,-1.0,Panels
288,2020-08-04,-1.0,Panels
289,2020-08-05,-1.0,Panels
290,2020-08-06,-1.0,Panels
291,2020-08-07,-1.0,Panels
292,2020-08-08,-1.0,Panels
293,2020-08-09,-1.0,Panels
294,2020-08-10,-1.0,Panels
295,2020-08-11,-1.0,Panels
296,2020-08-12,-1.0,Panels
297,2020-08-13,-1.0,Panels
298,2020-08-14,-1.0,Panels
299,2020-08-15,5253.0,Panels
300,2020-08-16,5253.0,Panels
301,2020-08-17,5674.0,Panels
302,2020-08-18,5674.0,Panels
303,2020-08-19,5822.0,Panels
304,2020-08-20,5334.0,Panels
305,2020-08-21,4404.0,Panels
306,2020-08-22,4404.0,Panels
307,2020-08-23,4404.0,Panels
308,2020-08-24,6505.0,Panels
309,2020-08-25,6505.0,Panels
310,2020-08-26,5656.0,Panels
311,2020-08-27,5379.0,Panels
312,2020-08-28,5901.0,Panels
313,2020-08-29,5901.0,Panels
314,2020-08-30,5282.0,Panels
315,2020-08-31,5303.0,Panels
316,2020-09-01,6094.0,Panels
317,2020-09-02,5524.0,Panels
318,2020-09-03,5174.0,Panels
319,2020-09-04,5174.0,Panels
320,2020-09-05,4314.0,Panels
321,2020-09-06,5842.0,Panels
322,2020-09-07,5842.0,Panels
323,2020-09-08,6488.0,Panels
324,2020-09-09,6366.0,Panels
325,2020-09-10,8112.0,Panels
326,2020-09-11,5181.0,Panels
327,2020-09-12,5181.0,Panels
328,2020-09-13,5181.0,Panels
329,2020-09-14,6347.0,Panels
330,2020-09-15,6347.0,Panels
331,2020-09-16,5148.0,Panels
332,2020-09-17,5148.0,Panels
333,2020-09-18,4965.0,Panels
334,2020-09-19,4965.0,Panels
335,2020-09-20,4965.0,Panels
336,2020-09-21,6802.0,Panels
337,2020-09-22,7114.0,Panels
338,2020-09-23,5937.0,Panels
339,2020-09-24,6469.0,Panels
340,2020-09-25,6509.0,Panels
341,2020-09-26,6509.0,Panels
342,2020-09-27,5385.0,Panels
343,2020-09-28,6131.0,Panels
344,2020-09-29,7304.0,Panels
345,2020-09-30,6176.0,Panels
346,2020-10-01,6176.0,Panels
347,2020-10-02,6094.0,Panels
348,2020-10-03,6094.0,Panels
349,2020-10-04,6094.0,Panels
350,2020-10-05,6765.0,Panels
351,2020-10-06,6765.0,Panels
352,2020-10-07,7681.0,Panels
353,2020-10-08,6885.0,Panels
354,2020-10-09,8456.0,Panels
355,2020-10-10,6612.0,Panels
356,2020-10-11,6612.0,Panels
357,2020-10-12,7945.0,Panels
358,2020-10-13,7945.0,Panels
359,2020-10-14,7386.0,Panels
360,2020-10-15,7386.0,Panels
361,2020-10-16,6962.0,Panels
362,2020-10-17,6962.0,Panels
363,2020-10-18,6962.0,Panels
364,2020-10-19,7362.0,Panels
365,2020-10-20,7362.0,Panels
366,2020-10-21,7103.0,Panels
367,2020-10-22,6604.0,Panels
368,2020-10-23,6237.0,Panels
369,2020-10-24,6237.0,Panels
370,2020-10-25,6524.0,Panels
371,2020-10-26,6524.0,Panels
372,2020-10-27,7381.0,Panels
373,2020-10-28,7381.0,Panels
374,2020-10-29,7952.0,Panels
375,2020-10-30,7952.0,Panels
376,2020-10-31,7952.0,Panels
377,2020-11-01,9221.0,Panels
378,2020-11-02,7717.0,Panels
379,2020-11-03,8532.0,Panels
380,2020-11-04,6933.0,Panels
381,2020-11-05,7703.0,Panels
382,2020-11-06,5732.0,Panels
383,2020-11-07,5705.0,Panels
384,2020-11-08,5705.0,Panels
385,2020-11-09,6431.0,Panels
386,2020-11-10,7457.0,Panels
387,2020-11-11,6781.0,Panels
388,2020-11-12,7363.0,Panels
389,2020-11-13,5309.0,Panels
390,2020-11-14,5648.0,Panels
391,2020-11-15,7157.0,Panels
392,2020-11-16,7157.0,Panels
393,2020-11-17,7157.0,Panels
394,2020-11-18,7101.0,Panels
395,2020-11-19,6209.0,Panels
396,2020-11-20,6278.0,Panels
397,2020-11-21,6278.0,Panels
398,2020-11-22,7373.0,Panels
399,2020-11-23,7425.0,Panels
400,2020-11-24,7425.0,Panels
401,2020-11-25,8024.0,Panels
402,2020-11-26,8024.0,Panels
403,2020-11-27,6437.0,Panels
404,2020-11-28,6437.0,Panels
405,2020-11-29,7658.0,Panels
406,2020-11-30,6709.0,Panels
407,2020-12-01,7035.0,Panels
408,2020-12-02,6764.0,Panels
409,2020-12-03,6764.0,Panels
410,2020-12-04,7820.0,Panels
411,2020-12-05,7820.0,Panels
412,2020-12-06,8854.0,Panels
413,2020-12-07,8768.0,Panels
414,2020-12-08,10269.0,Panels
415,2020-12-09,7733.0,Panels
416,2020-12-10,7965.0,Panels
417,2020-12-11,7531.0,Panels
418,2020-12-12,6550.0,Panels
419,2020-12-13,9126.0,Panels
420,2020-12-14,9291.0,Panels
421,2020-12-15,9744.0,Panels
422,2020-12-16,9699.0,Panels
423,2020-12-17,9941.0,Panels
424,2020-12-18,8896.0,Panels
425,2020-12-19,9012.0,Panels
426,2020-12-20,9781.0,Panels
427,2020-12-21,11158.0,Panels
428,2020-12-22,10184.0,Panels
429,2020-12-23,11376.0,Panels
430,2020-12-24,8483.0,Panels
431,2020-12-25,10673.0,Panels
432,2020-12-26,12641.0,Panels
433,2020-12-27,8832.0,Panels
434,2020-12-28,10231.0,Panels
435,2020-12-29,12450.0,Panels
436,2020-12-30,11591.0,Panels
437,2020-12-31,9690.0,Panels
438,2021-01-01,7373.0,Panels
439,2021-01-02,6719.0,Panels
440,2021-01-03,8418.0,Panels
441,2021-01-04,6914.0,Panels
442,2021-01-05,7368.0,Panels
443,2021-01-06,7562.0,Panels
444,2021-01-07,7011.0,Panels
445,2021-01-08,7315.0,Panels
446,2021-01-09,5526.0,Panels
447,2021-01-10,6462.0,Panels
448,2021-01-11,7294.0,Panels
449,2021-01-12,7883.0,Panels
450,2021-01-13,8723.0,Panels
451,2021-01-14,6449.0,Panels
452,2021-01-15,6322.0,Panels
453,2021-01-16,8431.0,Panels
454,2021-01-17,9856.0,Panels
455,2021-01-18,10183.0,Panels
456,2021-01-19,9216.0,Panels
457,2021-01-20,9700.0,Panels
458,2021-01-21,10803.0,Panels
459,2021-01-22,10803.0,Panels
460,2021-01-23,6746.0,Panels
461,2021-01-24,8294.0,Panels
462,2021-01-25,8294.0,Panels
463,2021-01-26,8124.0,Panels
464,2021-01-27,8124.0,Panels
465,2021-01-28,8124.0,Panels
466,2021-01-29,7672.0,Panels
467,2021-01-30,7672.0,Panels
468,2021-01-31,7672.0,Panels
469,2021-02-01,8863.0,Panels
470,2021-02-02,7949.0,Panels
471,2021-02-03,7949.0,Panels
472,2021-02-04,6970.0,Panels
473,2021-02-05,6970.0,Panels
474,2021-02-06,6970.0,Panels
475,2021-02-07,8097.0,Panels
476,2021-02-08,8097.0,Panels
477,2021-02-09,8097.0,Panels
478,2021-02-10,10615.0,Panels
479,2021-02-11,10615.0,Panels
480,2021-02-12,10615.0,Panels
481,2021-02-13,10615.0,Panels
482,2021-02-14,9480.0,Panels
483,2021-02-15,9480.0,Panels
484,2021-02-16,9480.0,Panels
485,2021-02-17,12193.0,Panels
486,2021-02-18,12193.0,Panels
487,2021-02-19,12193.0,Panels
488,2021-02-20,12193.0,Panels
489,2021-02-21,7459.0,Panels
490,2021-02-22,7459.0,Panels
491,2021-02-23,7459.0,Panels
492,2021-02-24,6348.0,Panels
493,2021-02-25,5373.0,Panels
494,2021-02-26,5373.0,Panels
495,2021-02-27,4804.0,Panels
496,2021-02-28,6716.0,Panels
497,2021-03-01,6643.0,Panels
498,2021-03-02,6643.0,Panels
499,2021-03-03,6643.0,Panels
500,2021-03-04,4659.0,Panels
501,2021-03-05,5118.0,Panels
502,2021-03-06,6060.0,Panels
503,2021-03-07,6060.0,Panels
504,2021-03-08,6060.0,Panels
505,2021-03-09,6184.0,Panels
506,2021-03-10,6802.0,Panels
507,2021-03-11,6802.0,Panels
508,2021-03-12,6502.0,Panels
509,2021-03-13,6502.0,Panels
510,2021-03-14,3634.0,Panels
511,2021-03-15,4650.0,Panels
512,2021-03-16,3726.0,Panels
513,2021-03-17,3726.0,Panels
514,2021-03-18,2007.0,Panels
515,2021-03-19,2023.0,Panels
516,2021-03-20,2023.0,Panels
517,2021-03-21,2023.0,Panels
518,2021-03-22,4043.0,Panels
519,2021-03-23,4328.0,Panels
520,2021-03-24,4133.0,Panels
521,2021-03-25,3889.0,Panels
522,2021-03-26,4133.0,Panels
523,2021-03-27,3951.0,Panels
524,2021-03-28,3951.0,Panels
525,2021-03-29,5695.0,Panels
526,2021-03-30,5041.0,Panels
527,2021-03-31,4925.0,Panels
528,2021-04-01,5219.0,Panels
529,2021-04-02,5999.0,Panels
530,2021-04-03,5999.0,Panels
531,2021-04-04,6324.0,Panels
532,2021-04-05,8106.0,Panels
533,2021-04-06,8296.0,Panels
534,2021-04-07,7025.0,Panels
535,2021-04-08,7025.0,Panels
536,2021-04-09,6465.0,Panels
537,2021-04-10,6693.0,Panels
538,2021-04-11,6693.0,Panels
539,2021-04-12,7960.0,Panels
540,2021-04-13,7960.0,Panels
541,2021-04-14,8070.0,Panels
542,2021-04-15,8065.0,Panels
543,2021-04-16,6870.0,Panels
544,2021-04-17,7596.0,Panels
545,2021-04-18,7596.0,Panels
546,2021-04-19,11483.0,Panels
547,2021-04-20,11483.0,Panels
548,2021-04-21,9450.0,Panels
549,2021-04-22,9450.0,Panels
550,2021-04-23,11592.0,Panels
551,2021-04-24,8577.0,Panels
552,2021-04-25,8577.0,Panels
553,2021-04-26,11182.0,Panels
554,2021-04-27,11182.0,Panels
555,2021-04-28,10497.0,Panels
556,2021-04-29,10497.0,Panels
557,2021-04-30,11414.0,Panels
558,2021-05-01,11414.0,Panels
559,2021-05-02,11414.0,Panels
560,2021-05-03,10555.0,Panels
561,2021-05-04,10555.0,Panels
562,2021-05-05,10468.0,Panels
563,2021-05-06,10468.0,Panels
564,2021-05-07,11141.0,Panels
565,2021-05-08,11141.0,Panels
566,2021-05-09,9606.0,Panels
567,2021-05-10,9606.0,Panels
568,2021-05-11,10535.0,Panels
569,2021-05-12,10535.0,Panels
570,2021-05-13,9112.0,Panels
571,2021-05-14,9112.0,Panels
572,2021-05-15,8854.0,Panels
573,2021-05-16,8937.0,Panels
574,2021-05-17,8503.0,Panels
575,2021-05-18,8503.0,Panels
576,2021-05-19,9906.0,Panels
577,2021-05-20,9907.0,Panels
578,2021-05-21,9907.0,Panels
579,2021-05-22,9469.0,Panels
580,2021-05-23,9469.0,Panels
581,2021-05-24,9469.0,Panels
582,2021-05-25,12482.0,Panels
583,2021-05-26,12482.0,Panels
584,2021-05-27,9803.0,Panels
585,2021-05-28,9803.0,Panels
586,2021-05-29,9464.0,Panels
587,2021-05-30,10111.0,Panels
588,2021-05-31,9389.0,Panels
589,2021-06-01,13780.0,Panels
590,2021-06-02,12122.0,Panels
591,2021-06-03,11061.0,Panels
592,2021-06-04,14495.0,Panels
593,2021-06-05,12795.0,Panels
594,2021-06-06,12795.0,Panels
595,2021-06-07,15114.0,Panels
596,2021-06-08,14208.0,Panels
597,2021-06-09,14208.0,Panels
598,2021-06-10,11446.0,Panels
599,2021-06-11,11446.0,Panels
600,2021-06-12,11446.0,Panels
601,2021-06-13,15476.0,Panels
602,2021-06-14,15476.0,Panels
603,2021-06-15,12006.0,Panels
604,2021-06-16,12614.0,Panels
605,2021-06-17,12614.0,Panels
606,2021-06-18,14297.0,Panels
607,2021-06-19,14297.0,Panels
608,2021-06-20,12553.0,Panels
609,2021-06-21,13714.0,Panels
610,2021-06-22,14280.0,Panels
611,2021-06-23,14280.0,Panels
612,2021-06-24,12742.0,Panels
613,2021-06-25,13505.0,Panels
614,2021-06-26,13505.0,Panels
615,2021-06-27,13404.0,Panels
616,2021-06-28,14245.0,Panels
617,2021-06-29,10708.0,Panels
618,2021-06-30,10920.0,Panels
619,2021-07-01,9525.0,Panels
620,2021-07-02,8309.0,Panels
621,2021-07-03,8309.0,Panels
622,2021-07-04,8309.0,Panels
623,2021-07-05,14206.0,Panels
624,2021-07-06,14761.0,Panels
625,2021-07-07,14761.0,Panels
626,2021-07-08,8552.0,Panels
627,2021-07-09,8143.0,Panels
628,2021-07-10,9496.0,Panels
