,date,value,name_B07Y86JVNN
103,2020-02-02,83955.0,Panels
104,2020-02-03,83955.0,Panels
105,2020-02-04,83955.0,Panels
106,2020-02-05,60730.0,Panels
107,2020-02-06,60730.0,Panels
108,2020-02-07,60730.0,Panels
109,2020-02-08,60730.0,Panels
110,2020-02-09,67612.0,Panels
111,2020-02-10,67612.0,Panels
112,2020-02-11,67612.0,Panels
113,2020-02-12,67612.0,Panels
114,2020-02-13,67612.0,Panels
115,2020-02-14,67612.0,Panels
116,2020-02-15,67612.0,Panels
117,2020-02-16,67612.0,Panels
118,2020-02-17,67612.0,Panels
119,2020-02-18,67612.0,Panels
120,2020-02-19,61104.0,Panels
121,2020-02-20,61104.0,Panels
122,2020-02-21,61104.0,Panels
123,2020-02-22,61104.0,Panels
124,2020-02-23,61104.0,Panels
125,2020-02-24,61104.0,Panels
126,2020-02-25,61104.0,Panels
127,2020-02-26,45906.0,Panels
128,2020-02-27,45906.0,Panels
129,2020-02-28,45906.0,Panels
130,2020-02-29,24779.0,Panels
131,2020-03-01,24779.0,Panels
132,2020-03-02,21252.0,Panels
133,2020-03-03,21252.0,Panels
134,2020-03-04,21252.0,Panels
135,2020-03-05,21252.0,Panels
136,2020-03-06,28858.0,Panels
137,2020-03-07,28858.0,Panels
138,2020-03-08,28858.0,Panels
139,2020-03-09,28858.0,Panels
140,2020-03-10,28858.0,Panels
141,2020-03-11,24059.0,Panels
142,2020-03-12,24059.0,Panels
143,2020-03-13,24059.0,Panels
144,2020-03-14,37790.0,Panels
145,2020-03-15,37790.0,Panels
146,2020-03-16,37790.0,Panels
147,2020-03-17,37049.0,Panels
148,2020-03-18,37049.0,Panels
149,2020-03-19,29516.0,Panels
150,2020-03-20,29516.0,Panels
151,2020-03-21,29516.0,Panels
152,2020-03-22,29516.0,Panels
153,2020-03-23,29516.0,Panels
154,2020-03-24,29516.0,Panels
155,2020-03-25,-1.0,Panels
156,2020-03-26,-1.0,Panels
157,2020-03-27,-1.0,Panels
158,2020-03-28,-1.0,Panels
159,2020-03-29,-1.0,Panels
160,2020-03-30,-1.0,Panels
161,2020-03-31,-1.0,Panels
162,2020-04-01,-1.0,Panels
163,2020-04-02,-1.0,Panels
164,2020-04-03,-1.0,Panels
165,2020-04-04,-1.0,Panels
166,2020-04-05,-1.0,Panels
167,2020-04-06,-1.0,Panels
168,2020-04-07,-1.0,Panels
169,2020-04-08,-1.0,Panels
170,2020-04-09,-1.0,Panels
171,2020-04-10,-1.0,Panels
172,2020-04-11,-1.0,Panels
173,2020-04-12,-1.0,Panels
174,2020-04-13,-1.0,Panels
175,2020-04-14,-1.0,Panels
176,2020-04-15,-1.0,Panels
177,2020-04-16,-1.0,Panels
178,2020-04-17,-1.0,Panels
179,2020-04-18,-1.0,Panels
180,2020-04-19,-1.0,Panels
181,2020-04-20,-1.0,Panels
182,2020-04-21,-1.0,Panels
183,2020-04-22,-1.0,Panels
184,2020-04-23,-1.0,Panels
185,2020-04-24,-1.0,Panels
186,2020-04-25,-1.0,Panels
187,2020-04-26,-1.0,Panels
188,2020-04-27,-1.0,Panels
189,2020-04-28,-1.0,Panels
190,2020-04-29,-1.0,Panels
191,2020-04-30,-1.0,Panels
192,2020-05-01,-1.0,Panels
193,2020-05-02,-1.0,Panels
194,2020-05-03,-1.0,Panels
195,2020-05-04,-1.0,Panels
196,2020-05-05,-1.0,Panels
197,2020-05-06,-1.0,Panels
198,2020-05-07,-1.0,Panels
199,2020-05-08,-1.0,Panels
200,2020-05-09,-1.0,Panels
201,2020-05-10,-1.0,Panels
202,2020-05-11,-1.0,Panels
203,2020-05-12,-1.0,Panels
204,2020-05-13,-1.0,Panels
205,2020-05-14,-1.0,Panels
206,2020-05-15,-1.0,Panels
207,2020-05-16,-1.0,Panels
208,2020-05-17,-1.0,Panels
209,2020-05-18,-1.0,Panels
210,2020-05-19,-1.0,Panels
211,2020-05-20,-1.0,Panels
212,2020-05-21,-1.0,Panels
213,2020-05-22,-1.0,Panels
214,2020-05-23,-1.0,Panels
215,2020-05-24,-1.0,Panels
216,2020-05-25,-1.0,Panels
217,2020-05-26,-1.0,Panels
218,2020-05-27,-1.0,Panels
219,2020-05-28,-1.0,Panels
220,2020-05-29,-1.0,Panels
221,2020-05-30,-1.0,Panels
222,2020-05-31,-1.0,Panels
223,2020-06-01,-1.0,Panels
224,2020-06-02,-1.0,Panels
225,2020-06-03,-1.0,Panels
226,2020-06-04,-1.0,Panels
227,2020-06-05,-1.0,Panels
228,2020-06-06,-1.0,Panels
229,2020-06-07,-1.0,Panels
230,2020-06-08,-1.0,Panels
231,2020-06-09,-1.0,Panels
232,2020-06-10,-1.0,Panels
233,2020-06-11,-1.0,Panels
234,2020-06-12,-1.0,Panels
235,2020-06-13,-1.0,Panels
236,2020-06-14,-1.0,Panels
237,2020-06-15,-1.0,Panels
238,2020-06-16,-1.0,Panels
239,2020-06-17,-1.0,Panels
240,2020-06-18,-1.0,Panels
241,2020-06-19,-1.0,Panels
242,2020-06-20,-1.0,Panels
243,2020-06-21,-1.0,Panels
244,2020-06-22,-1.0,Panels
245,2020-06-23,-1.0,Panels
246,2020-06-24,-1.0,Panels
247,2020-06-25,-1.0,Panels
248,2020-06-26,-1.0,Panels
249,2020-06-27,-1.0,Panels
250,2020-06-28,-1.0,Panels
251,2020-06-29,-1.0,Panels
252,2020-06-30,-1.0,Panels
253,2020-07-01,-1.0,Panels
254,2020-07-02,-1.0,Panels
255,2020-07-03,-1.0,Panels
256,2020-07-04,-1.0,Panels
257,2020-07-05,-1.0,Panels
258,2020-07-06,-1.0,Panels
259,2020-07-07,-1.0,Panels
260,2020-07-08,-1.0,Panels
261,2020-07-09,-1.0,Panels
262,2020-07-10,-1.0,Panels
263,2020-07-11,-1.0,Panels
264,2020-07-12,-1.0,Panels
265,2020-07-13,-1.0,Panels
266,2020-07-14,-1.0,Panels
267,2020-07-15,-1.0,Panels
268,2020-07-16,-1.0,Panels
269,2020-07-17,-1.0,Panels
270,2020-07-18,-1.0,Panels
271,2020-07-19,-1.0,Panels
272,2020-07-20,-1.0,Panels
273,2020-07-21,-1.0,Panels
274,2020-07-22,-1.0,Panels
275,2020-07-23,-1.0,Panels
276,2020-07-24,-1.0,Panels
277,2020-07-25,-1.0,Panels
278,2020-07-26,-1.0,Panels
279,2020-07-27,-1.0,Panels
280,2020-07-28,-1.0,Panels
281,2020-07-29,-1.0,Panels
282,2020-07-30,-1.0,Panels
283,2020-07-31,-1.0,Panels
284,2020-08-01,-1.0,Panels
285,2020-08-02,-1.0,Panels
286,2020-08-03,-1.0,Panels
287,2020-08-04,-1.0,Panels
288,2020-08-05,-1.0,Panels
289,2020-08-06,-1.0,Panels
290,2020-08-07,-1.0,Panels
291,2020-08-08,-1.0,Panels
292,2020-08-09,-1.0,Panels
293,2020-08-10,-1.0,Panels
294,2020-08-11,-1.0,Panels
295,2020-08-12,-1.0,Panels
296,2020-08-13,-1.0,Panels
297,2020-08-14,-1.0,Panels
298,2020-08-15,-1.0,Panels
299,2020-08-16,-1.0,Panels
300,2020-08-17,-1.0,Panels
301,2020-08-18,-1.0,Panels
302,2020-08-19,17044.0,Panels
303,2020-08-20,14358.0,Panels
304,2020-08-21,15582.0,Panels
305,2020-08-22,15582.0,Panels
306,2020-08-23,15582.0,Panels
307,2020-08-24,16862.0,Panels
308,2020-08-25,16862.0,Panels
309,2020-08-26,20075.0,Panels
310,2020-08-27,20075.0,Panels
311,2020-08-28,18149.0,Panels
312,2020-08-29,18149.0,Panels
313,2020-08-30,18149.0,Panels
314,2020-08-31,20002.0,Panels
315,2020-09-01,19188.0,Panels
316,2020-09-02,14235.0,Panels
317,2020-09-03,12195.0,Panels
318,2020-09-04,12195.0,Panels
319,2020-09-05,12195.0,Panels
320,2020-09-06,11716.0,Panels
321,2020-09-07,12696.0,Panels
322,2020-09-08,12696.0,Panels
323,2020-09-09,12696.0,Panels
324,2020-09-10,12696.0,Panels
325,2020-09-11,16106.0,Panels
326,2020-09-12,16106.0,Panels
327,2020-09-13,13233.0,Panels
328,2020-09-14,11814.0,Panels
329,2020-09-15,16441.0,Panels
330,2020-09-16,16441.0,Panels
331,2020-09-17,16441.0,Panels
332,2020-09-18,13467.0,Panels
333,2020-09-19,13467.0,Panels
334,2020-09-20,13467.0,Panels
335,2020-09-21,13467.0,Panels
336,2020-09-22,13467.0,Panels
337,2020-09-23,13467.0,Panels
338,2020-09-24,15357.0,Panels
339,2020-09-25,15357.0,Panels
340,2020-09-26,15357.0,Panels
341,2020-09-27,15357.0,Panels
342,2020-09-28,17908.0,Panels
343,2020-09-29,14436.0,Panels
344,2020-09-30,18367.0,Panels
345,2020-10-01,18367.0,Panels
346,2020-10-02,17947.0,Panels
347,2020-10-03,17947.0,Panels
348,2020-10-04,17947.0,Panels
349,2020-10-05,17947.0,Panels
350,2020-10-06,17947.0,Panels
351,2020-10-07,17947.0,Panels
352,2020-10-08,16314.0,Panels
353,2020-10-09,16314.0,Panels
354,2020-10-10,16314.0,Panels
355,2020-10-11,15773.0,Panels
356,2020-10-12,15773.0,Panels
357,2020-10-13,18604.0,Panels
358,2020-10-14,18604.0,Panels
359,2020-10-15,18604.0,Panels
360,2020-10-16,18604.0,Panels
361,2020-10-17,18604.0,Panels
362,2020-10-18,21669.0,Panels
363,2020-10-19,21669.0,Panels
364,2020-10-20,17004.0,Panels
365,2020-10-21,17004.0,Panels
366,2020-10-22,17004.0,Panels
367,2020-10-23,17004.0,Panels
368,2020-10-24,19198.0,Panels
369,2020-10-25,18403.0,Panels
370,2020-10-26,18403.0,Panels
371,2020-10-27,18403.0,Panels
372,2020-10-28,18403.0,Panels
373,2020-10-29,21620.0,Panels
374,2020-10-30,18921.0,Panels
375,2020-10-31,18921.0,Panels
376,2020-11-01,18921.0,Panels
377,2020-11-02,18921.0,Panels
378,2020-11-03,18921.0,Panels
379,2020-11-04,18921.0,Panels
380,2020-11-05,22803.0,Panels
381,2020-11-06,18157.0,Panels
382,2020-11-07,18157.0,Panels
383,2020-11-08,18157.0,Panels
384,2020-11-09,18157.0,Panels
385,2020-11-10,18157.0,Panels
386,2020-11-11,21401.0,Panels
387,2020-11-12,25005.0,Panels
388,2020-11-13,25005.0,Panels
389,2020-11-14,25005.0,Panels
390,2020-11-15,25005.0,Panels
391,2020-11-16,29578.0,Panels
392,2020-11-17,29578.0,Panels
393,2020-11-18,29578.0,Panels
394,2020-11-19,29578.0,Panels
395,2020-11-20,22541.0,Panels
396,2020-11-21,22620.0,Panels
397,2020-11-22,22620.0,Panels
398,2020-11-23,22620.0,Panels
399,2020-11-24,26906.0,Panels
400,2020-11-25,26906.0,Panels
401,2020-11-26,26906.0,Panels
402,2020-11-27,26906.0,Panels
403,2020-11-28,26906.0,Panels
404,2020-11-29,26906.0,Panels
405,2020-11-30,35417.0,Panels
406,2020-12-01,25749.0,Panels
407,2020-12-02,25749.0,Panels
408,2020-12-03,32354.0,Panels
409,2020-12-04,31967.0,Panels
410,2020-12-05,31967.0,Panels
411,2020-12-06,30042.0,Panels
412,2020-12-07,30042.0,Panels
413,2020-12-08,34723.0,Panels
414,2020-12-09,34723.0,Panels
415,2020-12-10,34723.0,Panels
416,2020-12-11,33404.0,Panels
417,2020-12-12,33404.0,Panels
418,2020-12-13,33404.0,Panels
419,2020-12-14,33404.0,Panels
420,2020-12-15,30665.0,Panels
421,2020-12-16,30665.0,Panels
422,2020-12-17,35752.0,Panels
423,2020-12-18,35752.0,Panels
424,2020-12-19,35752.0,Panels
425,2020-12-20,35752.0,Panels
426,2020-12-21,35752.0,Panels
427,2020-12-22,35752.0,Panels
428,2020-12-23,25378.0,Panels
429,2020-12-24,32636.0,Panels
430,2020-12-25,34074.0,Panels
431,2020-12-26,34074.0,Panels
432,2020-12-27,34074.0,Panels
433,2020-12-28,34074.0,Panels
434,2020-12-29,34074.0,Panels
435,2020-12-30,34074.0,Panels
436,2020-12-31,34074.0,Panels
437,2021-01-01,18568.0,Panels
438,2021-01-02,18568.0,Panels
439,2021-01-03,18568.0,Panels
440,2021-01-04,15538.0,Panels
441,2021-01-05,15538.0,Panels
442,2021-01-06,15942.0,Panels
443,2021-01-07,22630.0,Panels
444,2021-01-08,22630.0,Panels
445,2021-01-09,22630.0,Panels
446,2021-01-10,22630.0,Panels
447,2021-01-11,22630.0,Panels
448,2021-01-12,16095.0,Panels
449,2021-01-13,16095.0,Panels
450,2021-01-14,15152.0,Panels
451,2021-01-15,15152.0,Panels
452,2021-01-16,15152.0,Panels
453,2021-01-17,23428.0,Panels
454,2021-01-18,14922.0,Panels
455,2021-01-19,14922.0,Panels
456,2021-01-20,14922.0,Panels
457,2021-01-21,14221.0,Panels
458,2021-01-22,14221.0,Panels
459,2021-01-23,14221.0,Panels
460,2021-01-24,14221.0,Panels
461,2021-01-25,14221.0,Panels
462,2021-01-26,16978.0,Panels
463,2021-01-27,16978.0,Panels
464,2021-01-28,16978.0,Panels
465,2021-01-29,16978.0,Panels
466,2021-01-30,21584.0,Panels
467,2021-01-31,14920.0,Panels
468,2021-02-01,14362.0,Panels
469,2021-02-02,14362.0,Panels
470,2021-02-03,14362.0,Panels
471,2021-02-04,14362.0,Panels
472,2021-02-05,19448.0,Panels
473,2021-02-06,19448.0,Panels
474,2021-02-07,19448.0,Panels
475,2021-02-08,19448.0,Panels
476,2021-02-09,19448.0,Panels
477,2021-02-10,26856.0,Panels
478,2021-02-11,26856.0,Panels
479,2021-02-12,26856.0,Panels
480,2021-02-13,27060.0,Panels
481,2021-02-14,27060.0,Panels
482,2021-02-15,27060.0,Panels
483,2021-02-16,27060.0,Panels
484,2021-02-17,22427.0,Panels
485,2021-02-18,22427.0,Panels
486,2021-02-19,22427.0,Panels
487,2021-02-20,22427.0,Panels
488,2021-02-21,22427.0,Panels
489,2021-02-22,22427.0,Panels
490,2021-02-23,25060.0,Panels
491,2021-02-24,14662.0,Panels
492,2021-02-25,14662.0,Panels
493,2021-02-26,14662.0,Panels
494,2021-02-27,16948.0,Panels
495,2021-02-28,16948.0,Panels
496,2021-03-01,21251.0,Panels
497,2021-03-02,21251.0,Panels
498,2021-03-03,21251.0,Panels
499,2021-03-04,17419.0,Panels
500,2021-03-05,16602.0,Panels
501,2021-03-06,16602.0,Panels
502,2021-03-07,16602.0,Panels
503,2021-03-08,17973.0,Panels
504,2021-03-09,17653.0,Panels
505,2021-03-10,15247.0,Panels
506,2021-03-11,14721.0,Panels
507,2021-03-12,13330.0,Panels
508,2021-03-13,13330.0,Panels
509,2021-03-14,13330.0,Panels
510,2021-03-15,13330.0,Panels
511,2021-03-16,12807.0,Panels
512,2021-03-17,12807.0,Panels
513,2021-03-18,9074.0,Panels
514,2021-03-19,9074.0,Panels
515,2021-03-20,9074.0,Panels
516,2021-03-21,10326.0,Panels
517,2021-03-22,10326.0,Panels
518,2021-03-23,10326.0,Panels
519,2021-03-24,10326.0,Panels
520,2021-03-25,10326.0,Panels
521,2021-03-26,10326.0,Panels
522,2021-03-27,10326.0,Panels
523,2021-03-28,10326.0,Panels
524,2021-03-29,16150.0,Panels
525,2021-03-30,16150.0,Panels
526,2021-03-31,12783.0,Panels
527,2021-04-01,12758.0,Panels
528,2021-04-02,12758.0,Panels
529,2021-04-03,12758.0,Panels
530,2021-04-04,13661.0,Panels
531,2021-04-05,13661.0,Panels
532,2021-04-06,13661.0,Panels
533,2021-04-07,13661.0,Panels
534,2021-04-08,13661.0,Panels
535,2021-04-09,13661.0,Panels
536,2021-04-10,15395.0,Panels
537,2021-04-11,15395.0,Panels
538,2021-04-12,15395.0,Panels
539,2021-04-13,15395.0,Panels
540,2021-04-14,15395.0,Panels
541,2021-04-15,23907.0,Panels
542,2021-04-16,22710.0,Panels
543,2021-04-17,22710.0,Panels
544,2021-04-18,22710.0,Panels
545,2021-04-19,22710.0,Panels
546,2021-04-20,27980.0,Panels
547,2021-04-21,32300.0,Panels
548,2021-04-22,32300.0,Panels
549,2021-04-23,32300.0,Panels
550,2021-04-24,32300.0,Panels
551,2021-04-25,32300.0,Panels
552,2021-04-26,24691.0,Panels
553,2021-04-27,24691.0,Panels
554,2021-04-28,24691.0,Panels
555,2021-04-29,24691.0,Panels
556,2021-04-30,32341.0,Panels
557,2021-05-01,32341.0,Panels
558,2021-05-02,31599.0,Panels
559,2021-05-03,31599.0,Panels
560,2021-05-04,39158.0,Panels
561,2021-05-05,39158.0,Panels
562,2021-05-06,39158.0,Panels
563,2021-05-07,29297.0,Panels
564,2021-05-08,29297.0,Panels
565,2021-05-09,29297.0,Panels
566,2021-05-10,29297.0,Panels
567,2021-05-11,29297.0,Panels
568,2021-05-12,29717.0,Panels
569,2021-05-13,29717.0,Panels
570,2021-05-14,23203.0,Panels
571,2021-05-15,23203.0,Panels
572,2021-05-16,29327.0,Panels
573,2021-05-17,29327.0,Panels
574,2021-05-18,29327.0,Panels
575,2021-05-19,33411.0,Panels
576,2021-05-20,27226.0,Panels
577,2021-05-21,27226.0,Panels
578,2021-05-22,37282.0,Panels
579,2021-05-23,37282.0,Panels
580,2021-05-24,37282.0,Panels
581,2021-05-25,37159.0,Panels
582,2021-05-26,37159.0,Panels
583,2021-05-27,27979.0,Panels
584,2021-05-28,28611.0,Panels
585,2021-05-29,28611.0,Panels
586,2021-05-30,30850.0,Panels
587,2021-05-31,24941.0,Panels
588,2021-06-01,24941.0,Panels
589,2021-06-02,24941.0,Panels
590,2021-06-03,33192.0,Panels
591,2021-06-04,36014.0,Panels
592,2021-06-05,36014.0,Panels
593,2021-06-06,36014.0,Panels
594,2021-06-07,22207.0,Panels
595,2021-06-08,22207.0,Panels
596,2021-06-09,22207.0,Panels
597,2021-06-10,22394.0,Panels
598,2021-06-11,22394.0,Panels
599,2021-06-12,22394.0,Panels
600,2021-06-13,25272.0,Panels
601,2021-06-14,25272.0,Panels
602,2021-06-15,25272.0,Panels
603,2021-06-16,24690.0,Panels
604,2021-06-17,24690.0,Panels
605,2021-06-18,33619.0,Panels
606,2021-06-19,33619.0,Panels
607,2021-06-20,33619.0,Panels
608,2021-06-21,27394.0,Panels
609,2021-06-22,27394.0,Panels
610,2021-06-23,27394.0,Panels
611,2021-06-24,27394.0,Panels
612,2021-06-25,27394.0,Panels
613,2021-06-26,27394.0,Panels
614,2021-06-27,27394.0,Panels
615,2021-06-28,38244.0,Panels
616,2021-06-29,35459.0,Panels
617,2021-06-30,35459.0,Panels
618,2021-07-01,34945.0,Panels
619,2021-07-02,34945.0,Panels
620,2021-07-03,34945.0,Panels
621,2021-07-04,20308.0,Panels
622,2021-07-05,20308.0,Panels
623,2021-07-06,46649.0,Panels
624,2021-07-07,46649.0,Panels
625,2021-07-08,46649.0,Panels
626,2021-07-09,46649.0,Panels
627,2021-07-10,46649.0,Panels
628,2021-07-11,34862.0,Panels
